id,release_date,debit_account,credit_account,amount,document,operation_nature,cost_center,taxes,currency,conversion_rate
406,2020-07-22,DYMODJ,CH4DJW,4596.21,DOCM8C7R,OPDYJ5V,CC4QW9M,444.1325202720218,EUR,2.5681167953894297
407,2023-02-22,D7NMWI,C61CCL,3334.34,DOCKQTH1,OPXHU9N,CCK4RE3,444.1325202720218,EUR,1.2480290666241416
408,2022-09-12,DB1T2F,C7DI3B,2404.17,DOC67SHL,OPGG4RI,CCZPX4R,326.4998804726215,EUR,2.5681167953894297
409,2022-08-28,DJ0JCM,CGW1W1,6183.2,DOCHW868,,CCKYVAO,,BRL,3.523286759155978
410,2021-11-21,DO1JX9,CGI9TQ,427.44,DOCDTAJR,OP1DEJ4,CCP16XN,444.1325202720218,EUR,2.135299770937235
411,2021-12-04,D32GN8,CBCXL5,254.5,DOCPV9P3,OP74G3G,CCRTNTI,154.26397977720023,BRL,2.5681167953894297
412,2020-09-11,DSER5V,CNOJ3H,4345.08,DOCIIJQK,OPIUUP5,CCD90FA,444.1325202720218,nan,2.5681167953894297
413,2022-09-08,DCKYBA,CURX95,773.93,DOC0OFQQ,OPGF4AO,CC24BYQ,6779.970521973589,EUR,2.5681167953894297
414,2020-08-25,D2FGOU,C5K45V,2594.22,DOCSC4UL,OPO5SY2,CCXI1RR,154.26397977720023,EUR,
415,2023-12-03,D36BT4,CN77CV,2289.49,,OPQEDDE,CC36W0T,,JPY,2.135299770937235
416,2022-10-16,DG5XV8,C9YNKD,2606.59,DOCSLQIU,OPPCS6W,CC2IQ0K,471.09235950902394,EUR,3.523286759155978
417,2022-05-23,D8ME2P,CTY9F8,1397.45,DOCW0I70,OPL2FIV,CC45H4N,,BRL,2.5681167953894297
418,2020-03-18,DG5IY5,CMMRGC,219.16,DOC46RTL,OPZXG70,CCAIJ7M,444.1325202720218,BRL,
419,2021-09-10,D2056N,CGH3XF,1243.29,DOCTZAHT,OP4BGT1,CCRP2KE,444.1325202720218,EUR,1.2480290666241416
420,2021-11-17,DVY7WR,CRX8HV,6222.95,DOC1UXK2,OPR81CY,CC2J1LN,444.1325202720218,BRL,3.523286759155978
421,2023-11-08,D1FYNQ,CCOTAS,9745.14,DOCZ58Q4,OPW33D7,CC2WW3L,430.1553391717098,EUR,
422,2020-11-14,D8Z0JZ,CKTRWA,9904.42,DOCC1WRV,OPVJ5AB,CCR8MBZ,430.1553391717098,nan,2.5681167953894297
423,2020-12-07,DFUK9G,CHMC8S,4149.64,DOC2M8VM,OP5S3F8,CCOH9F7,430.1553391717098,BRL,
424,2023-07-07,D9JOSX,CU5QCS,1713.25,DOCWJNZ6,OPXVJF4,CCL5232,154.26397977720023,BRL,
425,2023-03-02,DL0REV,CLS8M3,6423.74,DOCARJ2V,OP0AVYI,CCYRB7E,430.1553391717098,BRL,3.523286759155978
426,2022-02-08,DJZNSR,CJN8HY,4954.02,DOC3WNBC,OPDSM74,CCRM41P,326.4998804726215,BRL,2.5681167953894297
427,2023-08-01,DX8HJX,CBNOXX,9895.16,,OP5B9M9,CCY3RTE,326.4998804726215,EUR,3.4756056261939174
428,2020-06-27,DOBAT8,C249ZE,746.51,DOCOOLOV,OPASC4F,CCT4WNT,444.1325202720218,EUR,2.135299770937235
429,2020-05-14,DK3BYO,CR56KU,7854.02,DOCF8BE8,OP0JHSA,CCSJ1C7,444.1325202720218,nan,3.4756056261939174
430,2020-06-22,DTTSU0,CT28Z2,2955.15,DOC3D3SS,OPQKHSO,CCRX7WN,,EUR,2.5681167953894297
431,2021-02-09,D6U31V,CK3C9E,2490.04,DOCHEI9T,OPTG7MS,CCE91RT,471.09235950902394,BRL,2.135299770937235
432,2021-03-28,DHPHFV,CPS8CS,6658.8,DOC7PE6K,OPGYR29,CCYV7TA,471.09235950902394,nan,3.523286759155978
433,2020-05-05,DW9R44,C3J1HS,2536.03,DOCJRDM4,OPKIPFX,CC9Y1SI,154.26397977720023,USD,2.135299770937235
434,2022-02-27,D9R8JM,CLEA1F,6692.01,DOCFPG0L,,CCL2UEH,471.09235950902394,JPY,2.5681167953894297
435,2020-01-17,DS2IB7,CEFKH5,5221.35,DOCC3LLE,OPD9T39,CCE1RYG,154.26397977720023,nan,3.523286759155978
436,2020-07-19,DJ3XVL,C1VLLS,4298.48,DOC5JNCA,OPIINB4,CCKJ5ZZ,,JPY,
437,2022-03-17,DEFCMB,CV0S1Z,5591.41,DOCREA8W,OPVVSYL,CCQP0CM,444.1325202720218,BRL,1.2480290666241416
438,2023-02-13,DRCSFQ,CL46OQ,2941.81,DOCUCJE4,OPY1XH9,CCTL666,444.1325202720218,USD,3.4756056261939174
439,2022-11-28,DEJK75,C89J10,7095.09,DOC10O35,OPGY7MZ,CCE97FS,154.26397977720023,JPY,3.4756056261939174
440,2021-08-16,D6BDDY,CW7LBO,4207.08,DOC75XL0,OPQAG1M,CCQOWVO,430.1553391717098,nan,3.523286759155978
441,2022-07-07,DLLUGA,C0WLSD,3669.4,DOCRKC6F,OP1GR91,CCFTFTL,,EUR,2.135299770937235
442,2022-09-27,D1OWD4,C9M5JM,8303.7,DOCYB067,OP6DLFR,CCJ5CR1,326.4998804726215,JPY,2.135299770937235
443,2023-04-12,D7PRNP,C67XVD,9257.17,DOCDS1L4,OPSPAV2,CCHW9OT,444.1325202720218,EUR,1.2480290666241416
444,2023-10-23,DHP1J3,CZ8U7H,555.47,DOCNLGIX,OPWU3Z3,CCNNEMT,444.1325202720218,JPY,
445,2021-03-20,DQN2QI,C9TYC2,2403.01,DOCXTWW4,OP6ZS9O,CCC9CZU,,BRL,2.135299770937235
446,2022-05-16,DQEMHF,C0TVVI,3550.34,DOCX86R7,OPHUZNB,CCTSQEG,326.4998804726215,EUR,2.135299770937235
447,2020-06-20,DTV0GX,CB45B4,8168.17,DOCYYXM1,OPXWIVA,CCC4R6C,326.4998804726215,USD,2.5681167953894297
448,2022-01-24,DF7X9E,CXY2XE,9856.37,DOCKO8DA,OPW60CS,CCJHQGK,154.26397977720023,nan,
449,2021-03-26,DLLL1A,C2CXIB,9692.82,DOCM05T8,,CCCCANG,430.1553391717098,USD,1.2480290666241416
450,2021-06-18,DXKG4F,C113HI,9058.99,DOC5REKV,OPT3ZU8,CCH3YQP,154.26397977720023,JPY,2.135299770937235
451,2023-04-13,D8CSJZ,CF0ZH2,3035.91,DOCKSAGF,OPW1ECO,CCBE2FC,,JPY,3.523286759155978
452,2020-12-07,DB0ORF,C9CFE0,9920.91,DOC33LCR,,CCVEJ84,471.09235950902394,USD,
453,2022-06-02,DF7FEO,C2Q52G,2569.26,DOC0Z55Z,,CCBIXUF,154.26397977720023,JPY,2.135299770937235
454,2021-01-28,D6KUD4,CJXKKI,1148.47,DOC6GUHI,OPYBX13,CC7FU1K,471.09235950902394,BRL,1.2480290666241416
455,2022-01-04,D64OGQ,CFAQRX,9514.43,,OPHXWVU,CC1MUIS,,nan,3.4756056261939174
456,2020-08-23,DJMG3J,CELPDG,2410.86,DOC4Y5Q1,OPJD1GM,CCJJ4C4,326.4998804726215,BRL,3.523286759155978
457,2020-05-10,D663DW,CTRQUY,6928.71,DOCSV0Z5,OPG4FCP,CCYF729,471.09235950902394,EUR,2.5681167953894297
458,2023-12-08,D31YQ6,CBOA7H,12746.534970433782,DOCNXUTT,,CC2D2TY,444.1325202720218,nan,3.523286759155978
459,2020-02-26,D4LP2K,CY6F2X,7334.02,DOCQZ655,OPE5DBV,CCV8IWM,471.09235950902394,nan,3.523286759155978
460,2022-12-12,D3FGII,CEV7NV,8829.03,DOC8EU5J,OPMW6EA,CCDGX3Y,430.1553391717098,JPY,3.523286759155978
461,2022-07-13,DE1PMI,CJ2VXT,2797.13,DOC1LMJ2,OPSORF2,CCGKATE,430.1553391717098,EUR,3.4756056261939174
462,2023-10-18,DLHWLR,CPRU16,3852.66,DOCCED5V,OP4INIG,CCJE230,,USD,3.4756056261939174
463,2021-02-17,DM9469,CZRCZV,3805.53,DOCV4NZ8,OP7UI84,CCN18KW,430.1553391717098,EUR,3.4756056261939174
464,2020-08-31,D51AY7,C0E4CR,7513.0,DOC23CNW,OPZN69N,CCN2XLK,326.4998804726215,USD,3.4756056261939174
465,2022-10-15,DJSZDP,C4GWZI,2454.29,DOCQ2HAT,OPY2VXR,CCKNRKR,326.4998804726215,EUR,1.2480290666241416
466,2022-03-26,DDQ9UU,CSCO0G,1801.35,DOCUBUGK,OPH89BO,CCJGZR0,471.09235950902394,EUR,2.135299770937235
467,2021-06-09,D0NPVM,CGJPK1,4547.99,DOCKSHYZ,OPP7PMY,CC87D72,444.1325202720218,USD,3.4756056261939174
468,2021-02-28,D99FZ4,CTUPZG,3114.24,DOC32HB8,OPKL5OQ,CCGK9GM,,BRL,3.4756056261939174
469,2023-08-05,D9RFD4,C4LAV2,8407.97,DOC1TGHM,OP2HZZG,CCYFMC6,154.26397977720023,JPY,1.2480290666241416
470,2020-03-27,D41DLL,C8LV8W,2453.64,DOC31CVV,OP0ZYAD,CCJFDWU,,JPY,
471,2021-03-18,DGCBIG,CSC6VZ,5073.66,DOC9029L,,CCMIDKA,154.26397977720023,JPY,1.2480290666241416
472,2023-06-30,D2898W,CCYL87,9431.58,DOCYA8QQ,OPWMO5T,CCNH31W,,USD,
473,2020-10-26,D96HZV,C3ZOXO,119928.73262474532,DOCKYJL3,OPBFS8B,CCJWCRA,154.26397977720023,JPY,3.523286759155978
474,2020-08-02,DIAQAF,COVF1N,8686.17,DOCPCJ3I,,CCG4L7D,444.1325202720218,nan,1.2480290666241416
475,2021-02-09,DHUE62,CCF3XN,9408.08,,OPCM7JE,CC5DNW8,430.1553391717098,EUR,3.523286759155978
476,2022-07-27,D151QS,CS8N96,7532.57,DOCUY9WB,OPI9P8H,CCPHO0X,,USD,
477,2022-02-13,DR3SK2,CHFFD8,7025.79,DOC9MLWX,OPW3GOJ,CC4K44L,430.1553391717098,USD,1.2480290666241416
478,2022-01-10,DLY791,CZIOAS,9682.86,,,CCD67EW,430.1553391717098,nan,
479,2023-01-24,D7A4Z1,CVA7QG,9944.57,DOC7RGO9,OP90UQM,CC2QCU8,430.1553391717098,EUR,
480,2020-11-05,DO037Y,CU38Q6,4573.03,DOC9D8T4,OP9HBLD,CCC8Z66,444.1325202720218,JPY,3.523286759155978
481,2020-08-02,D7GG9W,CJRSSH,801.61,DOCB3GS6,OPG05AP,CCH1SPS,326.4998804726215,USD,
482,2023-05-06,D7C7SS,CWO2DU,2998.66,DOCMRLQA,,CCFYK25,471.09235950902394,USD,2.135299770937235
483,2022-09-26,DVGRRI,CCXSIC,1608.31,DOCE57MW,OPMGWW1,CCGQFKC,430.1553391717098,USD,3.4756056261939174
484,2020-10-30,D8E7SZ,CN8335,4233.12,DOCHC6AN,OP8UWET,CCBTJGW,471.09235950902394,USD,1.2480290666241416
485,2023-02-28,D9205V,CWX2XB,1399.76,DOC2PZ3X,OPCO8DG,CCR6EE3,,USD,3.523286759155978
486,2022-04-11,DFHMDN,CFZFBU,6080.77,DOC4YGMF,OP4NFSZ,CCYKP89,154.26397977720023,USD,3.4756056261939174
487,2023-07-31,DEUSV1,C2FFCL,73158.14812387429,DOCBDF5B,OPUGPY4,CCXYL7N,430.1553391717098,nan,3.523286759155978
488,2023-10-24,DUVDP9,C89UX8,8964.32,,OP7KMG8,CCMB08V,326.4998804726215,USD,2.135299770937235
489,2022-05-16,D0GZGY,CMYFAR,9681.17,DOCO76RL,OPE4BKV,CCVSFB1,471.09235950902394,BRL,2.5681167953894297
490,2022-12-03,DJYG9M,CIA0H2,5514.16,,OP07T34,CCRBNHO,,EUR,3.4756056261939174
491,2022-10-11,DDDAGP,C7UKVC,2820.75,DOCQ1S1L,OPLE8S0,CCIZ14R,444.1325202720218,EUR,1.2480290666241416
492,2023-10-23,DILPEC,CJE3TJ,5963.08,DOCGRY0V,OPHYYHF,CCOR55P,326.4998804726215,JPY,2.5681167953894297
493,2021-10-22,DVKNZM,CRVLWH,8977.94,DOCO4GXT,OPNGA84,CCAU0LW,326.4998804726215,USD,
494,2022-10-17,DGDJQ2,C2S687,4126.66,DOCHV32Y,OPXVD9A,CC4C16I,,USD,2.5681167953894297
495,2022-10-18,DWFFUU,CJKOSO,5565.57,DOC674LH,OP0YMFM,CC41XAW,444.1325202720218,nan,
496,2023-07-24,DYQ5CO,CCIFSI,2789.36,DOCR4DW7,OP0VCIT,CC1HMDN,154.26397977720023,BRL,3.4756056261939174
497,2023-10-04,D9QB43,COPMXK,4608.9,DOCZR81A,OPXOYD5,CCMBPH5,154.26397977720023,EUR,3.523286759155978
498,2021-02-17,DQE3KK,CF5CQI,4076.96,DOC6WNBT,OPUQXRY,CC4PGIO,326.4998804726215,EUR,1.2480290666241416
499,2023-01-16,DF2ALF,CUFG3X,2559.29,DOCENHC1,OPZG5PO,CCOEPMJ,471.09235950902394,JPY,
500,2023-06-02,D3KGU3,CIXI4P,5108.08,DOCMRT0Z,OPTL0BE,CCX36H5,444.1325202720218,USD,3.4756056261939174
501,2021-03-24,DC5SQ3,CCZS81,3172.77,DOCJCQJS,OPI68K6,CC2LPAY,444.1325202720218,nan,3.4756056261939174
502,2020-01-20,DT263M,CYJWAW,3793.05,DOCAGM3Q,OP0HWSL,CC878Z3,326.4998804726215,JPY,2.135299770937235
503,2021-11-27,DYU9GC,CAQQBO,5297.21,DOC8F1QH,OPHISCD,CCSZB47,154.26397977720023,JPY,2.5681167953894297
504,2021-10-13,DIH9Z4,C3TNE2,7530.89,DOCJ0DBS,OP8K6I3,CCR0Y7P,326.4998804726215,JPY,1.2480290666241416
505,2021-10-21,D7A4LM,CDIUN5,3401.72,DOCNUZET,OPTHL3Q,CC68FD1,326.4998804726215,nan,1.2480290666241416
506,2020-03-13,DJ608L,CH0W8U,9249.17,DOCOFDIX,OPLCV7Y,CCME0US,,nan,3.523286759155978
507,2022-12-11,DQ6I10,CK07CI,8636.95,DOCT1NTA,OPHNK5Y,CCUYTKD,,USD,3.523286759155978
508,2020-10-30,DA3092,CH2QBN,582.03,DOC3GBPR,OP5Q228,CCWSG8F,471.09235950902394,nan,3.4756056261939174
509,2021-06-10,D3H8M2,CHCDTJ,2611.06,DOC1FN1Y,OPY6Z4G,CC5E0VC,154.26397977720023,JPY,2.135299770937235
510,2023-05-19,DGZH8E,CQLTLP,4516.74,DOCWZE5K,,CCQP8PR,154.26397977720023,USD,3.4756056261939174
511,2020-11-15,D0F3ZW,C8PSV1,1135.82,DOCS36RI,OPZNQ4X,CCIWNZM,430.1553391717098,JPY,3.523286759155978
512,2022-02-15,DGOY6C,CBIWHA,3549.91,DOCWFH5M,OPR60WN,CC17MVL,326.4998804726215,JPY,
513,2023-04-08,DGOCYI,CD9IWI,7426.97,DOCGWUC8,OPXQ5VW,CC0BETL,471.09235950902394,EUR,2.135299770937235
514,2021-08-25,DCLQUV,CUROUW,6837.09,,,CCW0TNP,2220.1702370673083,nan,2.5681167953894297
515,2022-08-21,DDG61V,CZ0C1U,6261.61,DOCA6I1Z,OPMNWYM,CCRCDV3,430.1553391717098,EUR,1.2480290666241416
516,2020-05-15,DB81HC,CPSFO7,7134.23,DOCASRKB,OP0KVBB,CC7OE9E,444.1325202720218,EUR,
517,2020-06-22,DCXVG1,CWJJZ1,2128.74,DOC9BGYJ,OPAD9FO,CCIT6WU,326.4998804726215,JPY,
518,2022-11-23,DHK0UF,CLQQYG,3482.81,DOCM5C8Y,OP3KCJM,CCEJ10P,430.1553391717098,nan,2.5681167953894297
519,2020-03-21,D43A9M,CZR7MG,6794.8,,,CCDH0G0,154.26397977720023,JPY,1.2480290666241416
520,2020-05-15,DLTIKU,CUR651,8804.42,DOCXHCGX,OP8AKUO,CCZUIDQ,,BRL,2.5681167953894297
521,2021-04-05,DMLK13,CAFTQ0,5482.41,,OPM9CB6,CC8JP8Y,471.09235950902394,JPY,3.4756056261939174
522,2020-09-24,DKFBAX,COY1CA,2898.73,,,CCVRRT4,444.1325202720218,JPY,2.135299770937235
523,2020-03-24,D6OP3U,CMSLPI,399.33,DOCQIFRI,OP93AKZ,CCHWK2Y,326.4998804726215,nan,
524,2021-09-07,DKAYQC,CDB9DW,7132.33,DOC2SGOL,OPE68EB,CCUNMS5,,JPY,2.5681167953894297
525,2020-02-01,D1Y2EN,C9BODV,178.05,DOC41FN6,OPUPVVP,CC7CLX1,471.09235950902394,JPY,2.5681167953894297
526,2022-07-07,DGHTBB,CWDTEN,3789.52,DOC49IWT,,CCETT8E,6391.963984371231,EUR,3.4756056261939174
527,2021-11-08,DOK4AL,COPU9L,5352.32,DOCY510K,OPMAR9T,CCJ8AUJ,444.1325202720218,JPY,1.2480290666241416
528,2020-11-25,DPHSMI,CNOD3L,9228.9,DOCUCBQ8,OPQUWSQ,CCOJB01,326.4998804726215,nan,3.4756056261939174
529,2020-10-31,DBR9B3,CRNY5R,986.0,DOCJVO4G,OPFHD8A,CC7Q4XF,326.4998804726215,EUR,
530,2023-09-05,DM0UHH,CE7J8Y,4118.83,DOC60UPH,OP5YGXE,CC11JTC,154.26397977720023,USD,2.135299770937235
531,2022-08-01,DKL02G,CTIXGN,340.7,DOCK5BME,OPDWNB7,CC5QM99,430.1553391717098,USD,2.135299770937235
532,2022-01-30,DZJ82D,C97HLX,3491.85,DOCJ52JQ,OPLUCZX,CCRLNZY,326.4998804726215,JPY,1.2480290666241416
533,2022-10-31,DU27FN,C34F2F,6260.09,DOCLOOGN,OP4MEZV,CC1Y0SY,,EUR,3.4756056261939174
534,2022-02-21,DH1EW5,CE6MGC,53842.087434979585,DOC1CM71,OPP8FZ3,CCT737I,326.4998804726215,BRL,3.523286759155978
535,2022-12-21,DYNBWI,CUP69V,2176.52,DOCXTC0U,OPXZMZ8,CCNE4BH,430.1553391717098,USD,2.135299770937235
536,2022-10-25,DSRUCD,CWDIPB,1245.46,DOCYXTJC,OPA1WAO,CCG5TSW,154.26397977720023,EUR,3.523286759155978
537,2020-03-09,D5KLE8,CFZ53E,5813.69,,OPD6B50,CC7Q556,154.26397977720023,USD,3.4756056261939174
538,2023-03-21,D9WGOA,CT2JSW,131337.28860974734,,OPWVMMF,CCLW7HW,,EUR,3.4756056261939174
539,2020-07-04,D2ESZY,CZKONK,6752.38,DOCCIPKU,OPWYJ1S,CC3ABYB,444.1325202720218,JPY,3.523286759155978
540,2023-10-21,DJP7CI,C5B4JC,178554.93187479762,DOCY01WC,,CC3V9LL,471.09235950902394,EUR,1.2480290666241416
541,2022-11-26,DJMD4R,C41DVN,126.76,DOCU0EDV,OPIO5LN,CCV8WN2,444.1325202720218,EUR,3.523286759155978
542,2023-05-14,D3CJDK,C8SU5I,6507.25,,OPHIX6E,CCY2GT9,430.1553391717098,nan,
543,2020-06-05,D6I9HY,C8LJI7,6043.88,DOCCAX7M,OPSSBJ0,CCALQQM,326.4998804726215,JPY,3.523286759155978
544,2022-05-23,DE9X8M,CSC1VG,5928.52,DOCLDO3Q,OPZITYC,CCWLYGT,,BRL,3.523286759155978
545,2021-02-26,DO5YTY,CLJKL0,9631.43,DOC05159,OPB6ZN8,CCHB6T1,154.26397977720023,USD,1.2480290666241416
546,2021-08-16,DJZS06,CTB7KQ,267.03,DOCR0245,OPQ0O1K,CCV0Q9J,326.4998804726215,EUR,
547,2023-01-01,DD9YMF,CD9QRA,6995.18,DOC34C5Y,OPW1A25,CCUX95Y,444.1325202720218,EUR,3.4756056261939174
548,2023-05-10,DE021G,CO3EI1,8155.42,DOCL7F3S,OP7CP04,CCSTLPI,,JPY,
549,2022-05-05,D6I67U,COW0A1,5147.09,,OP8FHWA,CCQOELT,471.09235950902394,nan,3.523286759155978
550,2022-09-14,DIRGP7,C3TT32,3406.25,DOCPXH6H,OP8CBG9,CCAMDVG,326.4998804726215,USD,2.5681167953894297
551,2022-03-06,D792F3,CFR2HN,7929.32,DOCT814H,OPK8JNC,CC184KB,154.26397977720023,BRL,3.4756056261939174
552,2023-05-29,DME7Q1,CJ90BQ,1062.7,DOCDT560,OPF9FGX,CC5N4TL,444.1325202720218,EUR,1.2480290666241416
553,2023-04-15,DLVRKO,C8WSMZ,4476.15,DOCKSJ28,OPBH8M1,CC0JLX8,154.26397977720023,nan,3.4756056261939174
554,2021-04-23,D2QG15,C2L4N2,5247.53,DOCTCOV7,OPL3CAE,CC12XXB,430.1553391717098,USD,1.2480290666241416
555,2020-02-11,DIWPWV,CO5B6O,6970.17,DOCDB1W1,OPTYERT,CCMSJAL,6779.970521973589,USD,3.523286759155978
556,2023-09-07,DKTBB9,CCZVXX,999.77,DOC7QG0N,OPTFUK4,CCRJ0LO,326.4998804726215,BRL,
557,2020-01-01,DON5IX,CWQ3D3,2354.82,,OPWIFPB,CCVUWUG,471.09235950902394,JPY,
558,2021-01-07,DDEVKR,C83VAA,4161.99,DOC0Q6Q1,OPI099J,CCSCFV6,471.09235950902394,USD,
559,2021-09-11,DI17VG,CST1SM,6270.62,DOC7P0NB,OPJPF4W,CCJYWKL,430.1553391717098,USD,2.5681167953894297
560,2022-11-04,DM15MD,C6T4PN,8880.91,DOCI99XE,OPFBERM,CCXRMAV,444.1325202720218,BRL,
561,2023-03-13,DL6D0U,C746PD,6226.38,DOCEHWZG,OPQLCIE,CCHVWBA,326.4998804726215,EUR,
562,2021-06-05,D70RW7,CDFMVP,1421.27,,OPPB6Y2,CCN8IXA,444.1325202720218,JPY,2.135299770937235
563,2021-11-12,DRMWHW,CPUY6K,9807.74,DOCCZGEQ,OPBUYF3,CCM1XJ4,444.1325202720218,BRL,3.523286759155978
564,2020-05-14,DOSM96,C3WGTO,8730.68,DOC6WN2J,OPJOT8L,CCBD5Q3,444.1325202720218,EUR,
565,2022-10-07,DJ2ZC3,COKEYV,5076.94,DOCPX249,OP6ELEM,CC6BB8O,444.1325202720218,BRL,2.5681167953894297
566,2021-06-20,D2BD7K,CY26D4,9231.25,DOCO02N7,OPX36SL,CC6KE6R,,BRL,
567,2021-09-12,D1JA0W,C2FCF5,5459.67,DOCYLNPG,OPRFZET,CCY788B,430.1553391717098,BRL,1.2480290666241416
568,2022-04-15,D3096Z,C61PQQ,173796.77467035037,DOCXJ3BQ,OPWCM4B,CCEFHC5,471.09235950902394,nan,3.523286759155978
569,2022-02-25,DHOWTO,CARYUP,8315.98,DOCBD51V,OP7L561,CCJ1E9N,444.1325202720218,BRL,1.2480290666241416
570,2022-02-24,DVT5LP,CDNIIK,9686.04,DOC2RR7E,OP1TWTR,CCHVUM0,444.1325202720218,EUR,
571,2020-05-07,DDEXU8,CMMQXL,9205.85,DOC25V04,OPL7KD1,CCV4DGQ,471.09235950902394,EUR,3.523286759155978
572,2020-12-01,D1N9CI,C04LOM,456.73,DOCUF89I,OPJ8SCN,CC8RGS4,471.09235950902394,USD,3.523286759155978
573,2023-08-05,DPXZKC,C67JS6,1830.24,DOC5VJPN,OPGMZ0J,CC925YW,,nan,3.523286759155978
574,2020-09-17,DJ7H0Q,CRY7PD,3952.43,DOCBGPWM,OPC2E1V,CCNLH5B,430.1553391717098,EUR,3.4756056261939174
575,2021-05-04,DFAUYB,C0649L,9526.21,DOCJGDVW,OPV2EQ4,CC05HTP,154.26397977720023,nan,2.135299770937235
576,2021-08-10,DNBIIJ,C7HU4D,3070.29,,OPA5P4Q,CCJNE0E,326.4998804726215,USD,2.135299770937235
577,2021-11-15,DUNXLX,CSONNQ,1688.63,DOCVQ004,OPC6HFY,CC4EXUR,,nan,
578,2020-04-23,DZ9W31,C8NOBL,8874.42,DOCFPO7G,OPQ7RL6,CCWDVN9,154.26397977720023,EUR,2.135299770937235
579,2020-03-14,DI08DD,CT8Y7O,4519.3,DOC4KGE3,OP4PVOF,CC02VFN,,JPY,3.523286759155978
580,2022-09-12,DVD42P,CFYKEF,9087.97,DOC8A1T1,OP5U0J9,CCQCC5E,430.1553391717098,nan,3.4756056261939174
581,2022-05-05,DXO01S,C4O80S,1686.28,DOCYT077,OPIND9C,CCP6Z3Z,6190.804118524189,nan,2.135299770937235
582,2020-10-15,D5LSEK,C3DRXI,6645.06,,OPSUGSU,CC7VGEN,154.26397977720023,JPY,2.135299770937235
583,2022-10-04,DKOSBU,CFX3NL,4458.61,DOCN5Q3K,OPUTH6W,CCTDRYZ,444.1325202720218,BRL,3.4756056261939174
584,2023-05-17,DIOULE,CJ2CL9,16122.32704374197,,OPX3CAD,CC5ZIKZ,4698.992714166213,JPY,1.2480290666241416
585,2020-06-16,DLZJZJ,CYHEO9,6994.99,,OPS71Z9,CCRASA5,444.1325202720218,BRL,
586,2023-10-11,DQ63LC,C7UF4O,2549.25,DOCIKC3F,OPG51YK,CCYMVLU,444.1325202720218,JPY,3.523286759155978
587,2023-12-01,DPMAD8,CBSGAM,492.19,DOC9DRCS,OPFZ876,CC7M7HH,154.26397977720023,nan,2.5681167953894297
588,2020-11-06,DZ3DHY,CYLY30,693.45,DOCJA4YT,OPN7OKJ,CC2KB80,444.1325202720218,BRL,3.4756056261939174
589,2021-12-23,DA7A0D,CXL397,704.68,DOC4YMZZ,OP8C8P2,CCA7Z74,471.09235950902394,BRL,1.2480290666241416
590,2022-04-22,DXA0J6,CTSIGO,9086.56,DOCA6MAN,OP4JFGA,CCH6XT0,471.09235950902394,JPY,2.5681167953894297
591,2020-03-13,DK7H0V,CBUJIB,7424.85,DOCW4O00,OPV87U0,CC3C63H,430.1553391717098,nan,
592,2023-06-06,D6LA41,COCHP9,8990.82,DOCAXGKV,OPAT43P,CC9ML2B,154.26397977720023,nan,1.2480290666241416
593,2022-08-12,D71DYF,CRE5C2,6758.56,DOC4F6MR,OPJV23H,CCTC6QN,444.1325202720218,nan,
594,2022-03-02,DQ3K78,C0M0BU,5336.51,DOC2DEWJ,OP4Z2VC,CCUAGZK,471.09235950902394,BRL,2.135299770937235
595,2022-07-28,D1ZTQJ,CLRHIV,3114.02,DOCLHBEN,OPM2EBJ,CCSTUMN,444.1325202720218,BRL,3.4756056261939174
596,2020-04-06,DD79T1,CNC91U,9979.83,DOCOU1RS,OP8YSBX,CCVLH3Y,326.4998804726215,BRL,
597,2020-07-26,DM5MNM,CREO4S,3685.67,DOC4ST9M,,CC11XIZ,,nan,3.4756056261939174
598,2022-08-22,D85BSL,CKPZU7,4759.42,DOCIXPN5,,CCGBGH3,6391.963984371231,USD,3.4756056261939174
599,2020-11-06,DJWL9M,CP73FU,3844.63,DOCT5G6F,,CC0K9IV,430.1553391717098,USD,2.5681167953894297
600,2020-02-11,DAQWMW,CW41IJ,9797.32,DOC20I6W,OP2UWFV,CC9XVWV,,BRL,1.2480290666241416
601,2020-03-07,DZRQI8,CWKH76,1829.12,DOCQ34H3,OP6PHE2,CCLXMY2,154.26397977720023,BRL,3.523286759155978
602,2023-05-10,DEXN2X,CCY429,3347.08,DOCXJ2WM,OP4UE65,CC58QRZ,444.1325202720218,nan,1.2480290666241416
603,2023-06-18,DVBAA8,C0A1A6,6835.45,DOC2OF1M,OPIHGHZ,CC67HLD,444.1325202720218,nan,2.5681167953894297
604,2020-09-28,DHGD1O,C88M7A,725.76,DOCX92PE,,CCIFLSD,,USD,1.2480290666241416
605,2023-07-14,DCDCJS,CUETES,6111.77,DOCYO0TC,OP6BGWH,CCEX63V,,USD,3.523286759155978
606,2021-10-25,D1U2MV,CZY516,4828.7,DOCWS7HI,OPB5R7X,CCBBDBR,430.1553391717098,JPY,2.5681167953894297
607,2020-08-03,DJI0IS,CXBRCB,2911.6,DOCAM063,OPDK0EV,CC6XIOT,430.1553391717098,nan,3.523286759155978
608,2023-12-04,DA3LS5,CPT08W,2460.29,DOC8SH2U,OP8HGUF,CC3129U,326.4998804726215,EUR,1.2480290666241416
609,2023-01-29,DZEI3T,CCSRGT,5193.68,,OPU7QEQ,CCWOJNL,154.26397977720023,JPY,3.4756056261939174
